-3.703710680063974792e+01,1.246388486894818470e+01
3.485253035147925260e+01,2.741204917775960648e-01
3.590223969998965714e+01,-1.541507107443351110e+01
3.486109671284513212e+01,3.276578501006517929e-01
3.544975391602559966e+01,-1.626794051064732827e+01
1.540755496451090778e+01,-2.363571400467793282e+01
1.175293168530155441e+01,3.747274012843227808e+01
-2.815154602017425134e+01,-2.083079600804996190e+01
-2.817221278370501025e+01,-1.988708426548199526e+01
1.698389116118744369e+01,4.026337793365299511e+00
-9.160671470221801727e+00,-1.849415525339357913e+01
2.943014299840583448e+01,-1.387348392342316927e+01
2.510923941304903906e+01,1.027752186286369707e+01
8.560214519967576763e+00,-1.911507120170638174e+01
2.256354840134643069e+01,-1.994875482864342686e+01
-3.373530612823788033e+01,-2.765285328369499140e+01
2.498000297895278976e+01,2.066851528777617730e+01
-2.950102667032318138e+01,2.100818134719325414e+01
-1.490688506437400029e+01,3.401652882929219146e+01
-2.814536070310916571e+01,1.831347222453038981e+01
-2.239647398360441244e+01,1.764918489602920459e+01
1.526555114515849532e+01,2.584726737730623558e+00
-2.865721428029473827e+01,1.540118463723916165e+01
-2.864507342766729892e+01,1.549851673366343618e+01
1.632049055860307263e+01,2.678819842845983068e+00
-2.760364738204815183e+01,1.621271492977719220e+01
1.534004119958634682e+01,2.597255988057130871e+00
1.764288638579488833e+01,8.157026122871197771e+00
-2.226214945360010233e+01,1.676519851925288762e+01
-1.902174153633464826e+01,1.439746387423805807e+01
-1.773571523550050344e+01,1.417884306394536686e+01
9.471639468011703755e+00,1.389872440977350543e+01
-2.473150169290551759e+01,2.402659950018349377e+01
-2.169057411014354031e+01,3.325917166618574328e+01
-2.419872290930270609e+01,1.963024696000876546e+01
-2.408300797135127169e+01,1.979545188654746113e+01
-2.388368585562639979e+01,2.005868951309771475e+01
-2.400537067991890439e+01,2.001270780903111657e+01
-2.408835889477966319e+01,1.951389039445494689e+01
5.423864379503003263e+00,-1.352973514672390110e+01
1.077461877220809150e+01,-5.578246248939507268e+00
1.079085892596845220e+01,-8.469019619806685384e+00
6.876745949897778765e+00,2.519665864913867637e+01
2.090560606120783405e+01,2.308912765690639413e-01
1.116530499378657026e+01,5.142532988126781390e+00
2.091082707672663332e+01,2.182932111698340505e-01
2.093918135999770769e+01,5.469796657999743239e+00
2.132245803057796252e+01,-1.288134358248829991e-01
2.267790650319921042e+01,7.067684383640516543e+00
2.131537418024058539e+01,-7.614384563102701009e-02
-1.116023733935528617e-01,-1.273400020022844181e+01
-6.374268462650692357e-02,-1.282465183416734078e+01
-3.218558087420359470e+01,-1.465306511696843650e+01
-2.284423426927960321e+01,-1.639777281115906149e+01
-2.658407935059373273e+01,-2.157169633148231114e+01
-2.617751803855099269e+01,-2.136772220622471607e+01
-2.584838742991177796e+01,-1.633868352306733840e+01
-2.610102333466539193e+01,-1.622032527399862190e+01
2.916696551240530511e+01,1.190538564532179855e+01
3.051525546056662108e+01,-8.232421826505184725e+00
3.050730958230787238e+01,-8.372607766516685146e+00
2.863821763147943500e+01,-6.863734656044828242e+00
-3.109748495092768295e+01,3.730512461059391605e+00
-3.202150403325224204e+01,3.925859086458673541e+00
-3.206683040253025752e+01,3.920049268973708756e+00
-1.795449794313095992e+01,2.574830467129629241e+01
2.532814240219617830e+01,-2.684845760427224892e+00
2.537821679493841742e+01,-2.708707209508559366e+00
-1.444037127136111209e+00,-3.106641597529408827e+01
3.358647279132305385e+01,7.186606228618318326e+00
2.243485146868111713e+01,1.333222554311262975e+01
2.238028691080700128e+01,1.340216619900972184e+01
-2.322562497925250113e+01,2.180604473580346436e+01
-2.344508917688929728e+01,2.224501467457811898e+01
-2.378272422983340562e+01,2.747939155812628798e+01
-1.710336855103252418e+01,8.552543720888706957e+00
-2.057599346605716661e+01,2.060528972203606912e+01
-2.273843946252792847e+01,-2.202022028875719517e+00
-2.646606091441939057e+01,3.355351813266761951e+01
-2.321119547052746768e+01,-3.000844463260499584e+00
-2.442975015899718372e+01,1.479607270096501281e+00
-2.310148284503865312e+01,-2.895429138714050943e+00
-2.459253800532417600e+01,-3.701567592214843216e+00
-3.200489831840100408e+01,2.052962141811336405e+00
-2.816455827821403091e+01,2.273370617978801178e+01
-1.935314522450055463e+01,1.940173262456469061e+01
-2.309942269071652632e+01,1.946486397631456100e+01
